NDR Info (Schleswig-Holstein),http://www.ndr.de/resources/metadaten/audio/m3u/ndrinfo_sh.m3u,,
Radio BOB!,http://bob.hoerradar.de/radiobob-live-mp3-hq?sABC=59p66q9n%230%23rnoopr590o2qqrp5qsq2s8p24q12pp2n%23zrqvncynlreobo&amsparams=playerid:mediaplayerbob;skey:1506176410,,
.977 80s,http://playerservices.streamtheworld.com/pls/977_80.pls,,
Blu Radio,http://playerservices.streamtheworld.com/m3u/BLURADIO.m3u,,
BBC Radio 3,http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio3_mf_p,,
Metro FM 95.1,http://mp3.metroaudio1.stream.avstreaming.net:7200/metro,,
Rock Antenne,http://mp3channels.webradio.rockantenne.de/rockantenne,,
Cryosleep,http://streams.echoesofbluemars.org:8000/cryosleep,,
Radio Schizoid - Dub Techno,http://94.130.113.214:8000/dubtechno,,
France Inter,http://direct.franceinter.fr/live/franceinter-midfi.mp3,,
SWR 1 BW,http://swr-swr1-bw.cast.addradio.de/swr/swr1/bw/mp3/128/stream.mp3,,
Deutschlandfunk Nova,http://st03.dlf.de/dlf/03/128/mp3/stream.mp3,,
Kiss FM,http://kissfm.kissfmradio.cires21.com/kissfm.mp3,,
Sunshine Live,http://stream.sunshine-live.de/live/mp3-192/stream.sunshine-live.de/,,
W Radio Colombia,http://playerservices.streamtheworld.com/m3u/WRADIO.m3u,,
BBC Radio 4 Extra,http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio4extra_mf_p,,
Radio Mirchi - 90s Hit Songs,https://pehlanashahdlive-lh.akamaihd.net/i/PehlaNashaHDLive_1@335229/master.m3u8,,
PopHits,http://listen.radionomy.com/-pophits.m3u,,
Radio Onda Cero,http://perseo.sistemas4g.com:6720/listen.pls?sid=1,,
RAC1,http://streaming3.radiocat.net:80/,,
Radio City (india) - Tamil,http://prclive1.listenon.in:9948/,,
BBC Radio 5 Live,http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio5live_mf_p,,
Prambors FM,http://masima.rastream.com/masima-pramborsjakarta?awparams=stationid:masima-pramborsjakarta,,
Mosaique FM,http://radio.mosaiquefm.net:8000/mosalive,,
RMF FM,http://195.150.20.9/RMFFM48,,
Chill Out World,http://listen.radionomy.com/chilloutworld,,
Venice Classic Radio,http://174.36.206.197:8000/stream,,
2B! Radio Sangam Krishna,http://millenniumhits.out.airtime.pro:8000/millenniumhits_a,,
REYFM - #hitsonly,https://listen.reyfm.de/hitsonly_192kbps.mp3,,
Radio Mágica 88.3 FM,http://playerservices.streamtheworld.com/pls/MAG_AAC.pls,,
Antenne Bayern - Chillout,http://mp3channels.webradio.antenne.de/chillout,,
WDR 4,https://wdr-wdr4-live.sslcast.addradio.de/wdr/wdr4/live/mp3/128/stream.mp3,,
Inforadio,http://www.inforadio.de/live.m3u,,
MDR Klassik,http://avw.mdr.de/streams/284350-0_mp3_high.m3u,,
Bassdrive,http://bassdrive.com/bassdrive.m3u,,
Radio Mirchi - Pehla Nasha,https://wmirchi-lh.akamaihd.net/i/WMIRCHI_1@75780/master.m3u8,,
Radio Schizoid - Chillout / Ambient,http://94.130.113.214:8000/chill,,
Radio City Kannada 91.1 FM,http://prclive1.listenon.in:8870/;,,
B5 aktuell,http://streams.br.de/b5aktuell_2.m3u,,
Kerala Radio,http://radio.hostonnet.com:8000/listen.pls,,
Cadena 100,http://cadena100-streamers-mp3.flumotion.com/cope/cadena100.mp3,,
Radio Foorti,http://119.148.23.88:1021/,,
2B! Radio Sangam Shiva,http://hot.out.airtime.pro:8000/hot_a,,
